gene_pair_ko	reduce_dep	motif	side	SFE_2	SFE_1	support_1	support_2	overlap	max_overlap	freq_overlap	int_type	r_overlap	r_freq_overlap	wMI_stat	E.r.wMI_stat	ME_p.value	wMI_p.value	APC	direction	dMI	ME_good	wMI_good	APC_good	significance	genes_1	genes_2	alt_1	alt_2	gene_1	gene_2	p_anova	bf	driver/driver_n	driver/wt_n	wt/driver_n	WT_n	driver/driver_median	driver/wt_median	wt/driver_median	WT_median	posthoc_bf_direct.1_s1	posthoc_bf_direct.1_s2	posthoc_bf_indirect.1_s1	posthoc_bf_indirect.1_s2	posthoc_bf_indirect.3_s1	posthoc_bf_indirect.3_s2	posthoc_bf_combo.1_s1	posthoc_bf_combo.1_s2	posthoc_bf_combo.3_s1	posthoc_bf_combo.3_s2	driver/wt - driver/driver	wt/driver - driver/driver	driver/driver - WT	wt/driver - driver/wt	driver/wt - WT	wt/driver - WT	role_1	role_2	center	dd	dw	wd	ww	ko_on	important_diff	important_posthoc_anova_p	important_posthoc_bf	important_bf.ratio	important_normalized_effect_diff	important_posthoc_bf_direct	important_posthoc_bf_indirect	experiment	input_motif	ko_gene	gene.1_gene.2_ko	gene.pair	motif_ko	uid	significant_diff	lev	n_sig	n_precise	n	consistent
ERBB2--EGFR__ERBB2	FALSE	AMP.consensus.chr7:54767521-55354770_EGFR/AMP.merged.chr17:37736785-38513094_ERBB2	second	AMP.merged.chr17:37736785-38513094	AMP.consensus.chr7:54767521-55354770	313	341	11	109	0.100917431192661	AMP - AMP	21.8096	0.200088073394495	0.007046131556453	0.002954885786492	0.0014	0.0014	0.003459281190714	ME	0.004091245769961	FALSE	FALSE	TRUE	significant_robust	EGFR	ERBB2,RARA	AMP	AMP	EGFR	ERBB2	1.85595902254328E-19	7.14149239016132E+016	3	59	25	262	-0.849207762233883	-0.115419183130402	-0.377301174761579	-0.140722113098598	330536888.405023	3.1354969700201	5.8340585728637E+016	6125172.58053424	47240449.2439992	15208113.0583774	5.8340585728637E+016	6125172.58053424	47240449.2439992	15208113.0583774	1.50990331349021E-14	5.06847087189399E-07	NA	5.6286753036261E-11	NA	5.62812019211378E-11	og	og	-0.442370231178511	-0.582811254831783	0.31612463253899	-0.013095441012459	0.279782063305252	og	-0.471906587472304	5.06847087189399E-07	NA	NA	-0.569715813819323	3.1354969700201	15208113.0583774	DEMETER2	AMP.consensus.chr7:54767521-55354770/AMP.merged.chr17:37736785-38513094	ERBB2	EGFR__ERBB2__ERBB2	ERBB2--EGFR	AMP.consensus.chr7:54767521-55354770/AMP.merged.chr17:37736785-38513094__ERBB2	AMP.consensus.chr7:54767521-55354770_EGFR/AMP.merged.chr17:37736785-38513094_ERBB2__ERBB2__DEMETER2	TRUE	event_inc	4	4	2	TRUE
ERBB2--EGFR__ERBB2	FALSE	AMP.consensus.chr7:54767521-55354770_EGFR/AMP.merged.chr17:37736785-38513094_ERBB2	second	AMP.merged.chr17:37736785-38513094	AMP.consensus.chr7:54767521-55354770	313	341	11	109	0.100917431192661	AMP - AMP	21.8096	0.200088073394495	0.007046131556453	0.002954885786492	0.0014	0.0014	0.003459281190714	ME	0.004091245769961	FALSE	FALSE	TRUE	significant_robust	EGFR	ERBB2,RARA	AMP	AMP	EGFR	ERBB2	1.37418999149405E-19	1.10658385584941E+017	3	55	25	262	-0.849207762233883	-0.11490508662682	-0.377301174761579	-0.140722113098598	265267128.525588	3.11773692308526	3.62992048451719E+016	8132234.46696824	40857824.9066586	1197674.02303237	3.62992048451719E+016	8132234.46696824	40857824.9066586	1197674.02303237	1.06581410364015E-14	5.67833350118008E-07	NA	2.02304839547196E-11	NA	6.88971102391633E-11	og	og	-0.438783605707174	-0.578814555985011	0.320598214553557	-0.016697904666272	0.274914246097726	og	-0.471906587472304	5.67833350118008E-07	NA	NA	-0.562116651318739	3.11773692308526	1197674.02303237	DEMETER2	AMP.consensus.chr7:54767521-55354770/AMP.merged.chr17:37736785-38513094	ERBB2	EGFR__ERBB2__ERBB2	ERBB2--EGFR	AMP.consensus.chr7:54767521-55354770/AMP.merged.chr17:37736785-38513094__ERBB2	AMP.consensus.chr7:54767521-55354770_EGFR/AMP.merged.chr17:37736785-38513094_ERBB2__ERBB2__DEMETER2	TRUE	event_exc	4	4	2	TRUE
ERBB2--EGFR__ERBB2	FALSE	AMP.consensus.chr7:54767521-55354770_EGFR/AMP.merged.chr17:37736785-38513094_ERBB2	second	AMP.merged.chr17:37736785-38513094	AMP.consensus.chr7:54767521-55354770	313	341	11	109	0.100917431192661	AMP - AMP	21.8096	0.200088073394495	0.007046131556453	0.002954885786492	0.0014	0.0014	0.003459281190714	ME	0.004091245769961	FALSE	FALSE	TRUE	significant_robust	EGFR	ERBB2,RARA	AMP	AMP	EGFR	ERBB2	1.63569313943373E-08	4604636.90381169	4	38	17	202	-0.8001282768187	-0.204869007430548	-0.408037999019677	-0.202495161901897	65.4909737626442	0.935617518371111	13342391.8729119	55.5203535414772	761.590153795392	360.481569976164	13342391.8729119	1	761.590153795392	1	1.14498607972635E-05	0.08642483676022	NA	3.16566484248604E-06	NA	1.2657535011229E-06	og	og	-0.405243763029634	-0.243429502771113	0.172656258840131	-0.091294350481514	0.162067594412496	og	-0.392090277799022	0.08642483676022	NA	NA	-0.152135152289599	0.935617518371111	360.481569976164	AVANA	AMP.consensus.chr7:54767521-55354770/AMP.merged.chr17:37736785-38513094	ERBB2	EGFR__ERBB2__ERBB2	ERBB2--EGFR	AMP.consensus.chr7:54767521-55354770/AMP.merged.chr17:37736785-38513094__ERBB2	AMP.consensus.chr7:54767521-55354770_EGFR/AMP.merged.chr17:37736785-38513094_ERBB2__ERBB2__AVANA	FALSE	event_exc	4	4	2	TRUE
ERBB3--ACVR1B__ERBB3	TRUE	MUT.ACVR1B_ACVR1B/MUT.ERBB3_ERBB3	second	MUT.ERBB3	MUT.ACVR1B	53	108	0	33	0	MUT - MUT	3.029	0.091787878787879	0.002975669690582	0.000331563593677	0.0348	0.0356	0.002644099935025	ME	0.002644106096905	FALSE	FALSE	TRUE	significant_permissive	ACVR1B	ERBB3	MUT	MUT	ACVR1B	ERBB3	0.478085358265165	0.283648166034059	3	3	10	511	-0.049166745760027	-0.05293806304502	-0.159183863882806	-0.15797160671067	0.906756291355675	3.14226528203877	0.376822697434	0.81408724646495	0.733397405413502	1.21719306343298	1	0.81408724646495	1	1.21719306343298	0.719617046486229	0.365958257925266	NA	0.169439775639615	NA	0.660620102331039	tsg	og	-0.172728648619973	0.028232677029109	0.04588004535212	-0.0440992203349	-0.030013502046329	og	0.110017118122779	0.365958257925266	NA	NA	0.072331897364009	3.14226528203877	1.21719306343298	DEMETER2	MUT.ACVR1B/MUT.ERBB3	ERBB3	ACVR1B__ERBB3__ERBB3	ERBB3--ACVR1B	MUT.ACVR1B/MUT.ERBB3__ERBB3	MUT.ACVR1B_ACVR1B/MUT.ERBB3_ERBB3__ERBB3__DEMETER2	TRUE	event_inc	2	4	2	TRUE
ERBB3--ACVR1B__ERBB3	TRUE	MUT.ACVR1B_ACVR1B/MUT.ERBB3_ERBB3	second	MUT.ERBB3	MUT.ACVR1B	53	108	0	33	0	MUT - MUT	3.029	0.091787878787879	0.002975669690582	0.000331563593677	0.0348	0.0356	0.002644099935025	ME	0.002644106096905	FALSE	FALSE	TRUE	significant_permissive	ACVR1B	ERBB3	MUT	MUT	ACVR1B	ERBB3	0.510379342592762	0.358810427146947	3	0	6	295	0.131	NA	-0.01	0.011	1	1.71578767395831	NA	0.772771054717115	NA	1.33050593181423	1	0.772771054717115	1	1.33050593181423	NA	0.371811019044806	NA	NA	NA	0.909527850850219	tsg	og	0.001146114636197	0.080678232019945	NA	-0.033958248612834	-0.046719983407111	og	0.141	0.371811019044806	NA	NA	0.114636480632779	1.71578767395831	1.33050593181423	DRIVE_ataris	MUT.ACVR1B/MUT.ERBB3	ERBB3	ACVR1B__ERBB3__ERBB3	ERBB3--ACVR1B	MUT.ACVR1B/MUT.ERBB3__ERBB3	MUT.ACVR1B_ACVR1B/MUT.ERBB3_ERBB3__ERBB3__DRIVE_ataris	FALSE	event_exc	2	4	2	TRUE
ERBB3--ACVR1B__ERBB3	TRUE	MUT.ACVR1B_ACVR1B/MUT.ERBB3_ERBB3	second	MUT.ERBB3	MUT.ACVR1B	53	108	0	33	0	MUT - MUT	3.029	0.091787878787879	0.002975669690582	0.000331563593677	0.0348	0.0356	0.002644099935025	ME	0.002644106096905	FALSE	FALSE	TRUE	significant_permissive	ACVR1B	ERBB3	MUT	MUT	ACVR1B	ERBB3	0.478085358265165	0.285759700633436	3	3	10	511	-0.049166745760027	-0.05293806304502	-0.159183863882806	-0.15797160671067	0.895962912860722	3.09931490773963	0.369629303512801	0.752976453037199	0.797142748420528	1.13135238185553	1	0.752976453037199	1	1.13135238185553	0.719617046486229	0.365958257925266	NA	0.169439775639615	NA	0.660620102331039	tsg	og	-0.174911692241614	0.021636162746145	0.048118995567978	-0.041516015915922	-0.028239142398201	og	0.110017118122779	0.365958257925266	NA	NA	0.063152178662067	3.09931490773963	1.13135238185553	DEMETER2	MUT.ACVR1B/MUT.ERBB3	ERBB3	ACVR1B__ERBB3__ERBB3	ERBB3--ACVR1B	MUT.ACVR1B/MUT.ERBB3__ERBB3	MUT.ACVR1B_ACVR1B/MUT.ERBB3_ERBB3__ERBB3__DEMETER2	TRUE	event_exc	2	4	2	TRUE
ERBB3--ACVR1B__ERBB3	TRUE	MUT.ACVR1B_ACVR1B/MUT.ERBB3_ERBB3	second	MUT.ERBB3	MUT.ACVR1B	53	108	0	33	0	MUT - MUT	3.029	0.091787878787879	0.002975669690582	0.000331563593677	0.0348	0.0356	0.002644099935025	ME	0.002644106096905	FALSE	FALSE	TRUE	significant_permissive	ACVR1B	ERBB3	MUT	MUT	ACVR1B	ERBB3	0.510379342592762	0.361633224559647	3	0	6	295	0.131	NA	-0.01	0.011	1	1.71022916619723	NA	0.950655387046254	NA	1.31039812756726	1	0.950655387046254	1	1.31039812756726	NA	0.371811019044806	NA	NA	NA	0.909527850850219	tsg	og	-0.005403941527713	0.070416039264185	NA	-0.030819550765399	-0.039596488498786	og	0.141	0.371811019044806	NA	NA	0.101235590029584	1.71022916619723	1.31039812756726	DRIVE_ataris	MUT.ACVR1B/MUT.ERBB3	ERBB3	ACVR1B__ERBB3__ERBB3	ERBB3--ACVR1B	MUT.ACVR1B/MUT.ERBB3__ERBB3	MUT.ACVR1B_ACVR1B/MUT.ERBB3_ERBB3__ERBB3__DRIVE_ataris	FALSE	event_inc	2	4	2	TRUE
FGFR2--AURKA__FGFR2	FALSE	AMP.consensus.chr10:123237848-123462451_FGFR2/AMP.merged.chr20:54944445-57486247_AURKA	first	AMP.merged.chr20:54944445-57486247	AMP.consensus.chr10:123237848-123462451	59	201	0	48	0	AMP - AMP	5.8206	0.1212625	0.006043324821673	0.000628792566689	0.0016	0.0016	0.005100583814742	ME	0.005414532254984	FALSE	FALSE	TRUE	significant_robust	FGFR2	AURKA,GNAS	AMP	AMP	FGFR2	AURKA	2.37981415111876E-15	2668399803332.56	3	8	68	223	-0.488269625389025	-0.165255062719639	0.01408035040257	-0.000580792159142	1.13546466114983	2189037.80258573	39479096814.0075	2348587595936.1	22228659503.5723	138247100025.711	39479096814.0075	2348587595936.1	22228659503.5723	138247100025.711	7.29597728899023E-08	4.44089209850063E-16	NA	0.00051460265363	NA	0.115680540700683	og	og	-0.253479525193369	-0.530833468378692	0.038404780252269	0.264431873348781	0.227996814777643	og	-0.323014562669386	7.29597728899023E-08	NA	NA	-0.569238248630961	1.13546466114983	22228659503.5723	DEMETER2	AMP.consensus.chr10:123237848-123462451/AMP.merged.chr20:54944445-57486247	FGFR2	FGFR2__AURKA__FGFR2	FGFR2--AURKA	AMP.consensus.chr10:123237848-123462451/AMP.merged.chr20:54944445-57486247__FGFR2	AMP.consensus.chr10:123237848-123462451_FGFR2/AMP.merged.chr20:54944445-57486247_AURKA__FGFR2__DEMETER2	TRUE	gene	1	0	0	TRUE
IDH1--BRAF__BRAF	TRUE	MUT.BRAF_BRAF/MUT.IDH1_IDH1	first	MUT.IDH1	MUT.BRAF	599	470	6	38	0.157894736842105	MUT - MUT	11.3814	0.299510526315789	0.050715053909013	0.044608280286619	0.015	0.015	0.003167875877399	ME	0.006106773622394	FALSE	FALSE	TRUE	significant_robust	BRAF	IDH1	MUT	MUT	BRAF	IDH1	0.010990863143763	46.591541702509	38	18	6	73	1.53790682826763	0.474997536583872	1.30943634534993	1.52169288297701	23.7540928970551	0.408960923239769	0.135801715926244	112.97716196342	0.089093300621284	0.132227924467426	0.135801715926244	1	0.089093300621284	1	0.001846571327487	0.915704174847124	NA	0.071309519176674	NA	0.933260912118622	og	og	1.20503997991299	0.222758394347317	-0.578221772908005	0.134324691926235	0.221138686634453	og	1.06290929168375	0.001846571327487	NA	NA	0.800980167255322	23.7540928970551	0.089093300621284	SCORE	MUT.BRAF/MUT.IDH1	BRAF	BRAF__IDH1__BRAF	IDH1--BRAF	MUT.BRAF/MUT.IDH1__BRAF	MUT.BRAF_BRAF/MUT.IDH1_IDH1__BRAF__SCORE	TRUE	gene	1	0	0	TRUE
JAK2--CDKN2A__JAK2	TRUE	MUT.CDKN2A_CDKN2A/AMP.consensus.chr9:3750862-5789984_JAK2	second	AMP.consensus.chr9:3750862-5789984	MUT.CDKN2A	348	123	3	65	0.046153846153846	AMP - MUT	7.3984	0.113821538461538	0.004929624914966	0.002598109753609	0.0448	0.0448	0.002958479125461	ME	0.002331515161357	FALSE	FALSE	TRUE	significant_permissive	CDKN2A	JAK2	MUT	AMP	CDKN2A	JAK2	0.520329994053847	0.363235343060126	4	10	13	82	2.29255215109719	2.08230838038021	2.24238746204817	2.32551075585994	0.684109984604099	3.26354521775582	0.830597472833228	0.566310313987796	0.954603054301888	0.98266497517091	1	0.566310313987796	1	0.98266497517091	0.380452912004728	0.243003835758831	NA	0.724420298854746	NA	0.251024871030562	tsg	og	2.13496933997484	0.069207753951435	-0.046985707669859	-0.087100562082732	0.064878515801157	og	0.050164689049015	0.243003835758831	NA	NA	0.156308316034167	3.26354521775582	0.98266497517091	SCORE	MUT.CDKN2A/AMP.consensus.chr9:3750862-5789984	JAK2	CDKN2A__JAK2__JAK2	JAK2--CDKN2A	MUT.CDKN2A/AMP.consensus.chr9:3750862-5789984__JAK2	MUT.CDKN2A_CDKN2A/AMP.consensus.chr9:3750862-5789984_JAK2__JAK2__SCORE	TRUE	event_exc	1	2	1	TRUE
JAK2--CDKN2A__JAK2	TRUE	MUT.CDKN2A_CDKN2A/AMP.consensus.chr9:3750862-5789984_JAK2	second	AMP.consensus.chr9:3750862-5789984	MUT.CDKN2A	348	123	3	65	0.046153846153846	AMP - MUT	7.3984	0.113821538461538	0.004929624914966	0.002598109753609	0.0448	0.0448	0.002958479125461	ME	0.002331515161357	FALSE	FALSE	TRUE	significant_permissive	CDKN2A	JAK2	MUT	AMP	CDKN2A	JAK2	0.492745369088233	0.321264882690292	5	13	13	82	2.17014425088276	2.09951007951928	2.24238746204817	2.32551075585994	0.52719540934622	0.798550625142468	0.746422734779738	0.484817295642072	0.854560099642376	0.957147736729036	1	1	1	1	0.45067674673933	0.428360396514622	NA	0.984435344239057	NA	0.260476276936633	tsg	og	2.13635689969285	0.046884275201923	-0.047348323750532	-0.07576674985315	0.076230798401759	og	-0.07224321116541	0.428360396514622	NA	NA	0.122651025055073	0.798550625142468	0.957147736729036	SCORE	MUT.CDKN2A/AMP.consensus.chr9:3750862-5789984	JAK2	CDKN2A__JAK2__JAK2	JAK2--CDKN2A	MUT.CDKN2A/AMP.consensus.chr9:3750862-5789984__JAK2	MUT.CDKN2A_CDKN2A/AMP.consensus.chr9:3750862-5789984_JAK2__JAK2__SCORE	FALSE	event_inc	1	2	1	TRUE
KEAP1--EGFR__EGFR	TRUE	MUT.KEAP1_KEAP1/AMP.consensus.chr7:54767521-55354770_EGFR	second	AMP.consensus.chr7:54767521-55354770	MUT.KEAP1	137	313	1	78	0.012820512820513	AMP - MUT	6.5242	0.08364358974359	0.008673491341584	0.004028406120537	0.0068	0.0068	0.002595392824945	ME	0.004645085221047	FALSE	FALSE	TRUE	significant_permissive	KEAP1	EGFR	MUT	AMP	KEAP1	EGFR	0.854662649862908	0.140700188441352	5	3	42	62	1.98445348988099	2.36502091930885	1.83162014567047	2.05648664562545	0.735931807653215	0.507266879545464	0.227342779837608	0.646873917863615	0.816340995040112	0.985581683952548	1	1	1	1	0.67571981163537	0.912626161484737	NA	0.585317049064519	NA	0.574587315437087	tsg	og	1.51666781212027	0.050331340653998	0.231437650998526	-0.142609463939899	-0.139159527712625	og	0.152833344210525	0.912626161484737	NA	NA	0.192940804593897	0.507266879545464	0.985581683952548	SCORE	MUT.KEAP1/AMP.consensus.chr7:54767521-55354770	EGFR	KEAP1__EGFR__EGFR	KEAP1--EGFR	MUT.KEAP1/AMP.consensus.chr7:54767521-55354770__EGFR	MUT.KEAP1_KEAP1/AMP.consensus.chr7:54767521-55354770_EGFR__EGFR__SCORE	FALSE	event_exc	2	3	0	TRUE
KEAP1--EGFR__EGFR	TRUE	MUT.KEAP1_KEAP1/AMP.consensus.chr7:54767521-55354770_EGFR	second	AMP.consensus.chr7:54767521-55354770	MUT.KEAP1	137	313	1	78	0.012820512820513	AMP - MUT	6.5242	0.08364358974359	0.008673491341584	0.004028406120537	0.0068	0.0068	0.002595392824945	ME	0.004645085221047	FALSE	FALSE	TRUE	significant_permissive	KEAP1	EGFR	MUT	AMP	KEAP1	EGFR	0.006035142448383	28.6308979070015	3	11	37	129	-0.355	-0.022	-0.242	0.017	0.480673959727457	1.2903481491652	88.97362829049	0.290110081370774	0.780074976607988	0.824196550991225	1	0.290110081370774	1	0.824196550991225	0.878937703296071	0.260336795433607	NA	0.111913832765227	NA	0.000465081165551	tsg	og	-0.235916073124476	0.025747563515536	0.039382358114212	-0.185406558655837	0.12027663702609	og	-0.113	0.260336795433607	NA	NA	0.211154122171373	1.2903481491652	0.824196550991225	DRIVE_ataris	MUT.KEAP1/AMP.consensus.chr7:54767521-55354770	EGFR	KEAP1__EGFR__EGFR	KEAP1--EGFR	MUT.KEAP1/AMP.consensus.chr7:54767521-55354770__EGFR	MUT.KEAP1_KEAP1/AMP.consensus.chr7:54767521-55354770_EGFR__EGFR__DRIVE_ataris	FALSE	gene	2	3	0	TRUE
KEAP1--EGFR__EGFR	TRUE	MUT.KEAP1_KEAP1/AMP.consensus.chr7:54767521-55354770_EGFR	second	AMP.consensus.chr7:54767521-55354770	MUT.KEAP1	137	313	1	78	0.012820512820513	AMP - MUT	6.5242	0.08364358974359	0.008673491341584	0.004028406120537	0.0068	0.0068	0.002595392824945	ME	0.004645085221047	FALSE	FALSE	TRUE	significant_permissive	KEAP1	EGFR	MUT	AMP	KEAP1	EGFR	9.48272546477671E-05	682.277623622693	5	15	64	240	0.087705186415212	-0.004731430644038	-0.173206075302216	-0.015050030676994	0.57675775188166	2.15680040546667	2465.71286427853	0.286702234194592	0.93816801125366	0.71776402715549	1	0.286702234194592	1	0.71776402715549	0.624462642737117	0.09733988527154	NA	0.08214657507774	NA	5.22942874137122E-06	tsg	og	-0.144593630045676	0.047087508591018	0.005981420378732	-0.110957813628323	0.057888884658573	og	0.260911261717428	0.09733988527154	NA	NA	0.158045322219341	2.15680040546667	0.71776402715549	DEMETER2	MUT.KEAP1/AMP.consensus.chr7:54767521-55354770	EGFR	KEAP1__EGFR__EGFR	KEAP1--EGFR	MUT.KEAP1/AMP.consensus.chr7:54767521-55354770__EGFR	MUT.KEAP1_KEAP1/AMP.consensus.chr7:54767521-55354770_EGFR__EGFR__DEMETER2	TRUE	gene	2	3	0	TRUE
KEAP1--EGFR__EGFR	TRUE	MUT.EGFR_EGFR/MUT.KEAP1_KEAP1	first	MUT.KEAP1	MUT.EGFR	150	137	0	76	0	MUT - MUT	8.9266	0.117455263157895	0.008729892696141	0.000635377882666	0	0	0.005219575792519	ME	0.008094514813474	TRUE	TRUE	TRUE	significant_robust	EGFR	KEAP1	MUT	MUT	EGFR	KEAP1	9.48272546477667E-05	695.519123728843	5	64	15	240	0.087705186415212	-0.173206075302216	-0.004731430644038	-0.015050030676994	2.17167519179926	0.508053587014619	0.287215886560566	2542.74631659369	0.831792274316602	0.947084529479812	0.287215886560566	1	0.831792274316602	1	0.09733988527154	0.624462642737115	NA	0.08214657507774	NA	0.571993501304185	og	tsg	-0.144518418517306	0.047426460999483	-0.113530001964404	0.007113190011395	0.058990350953526	og	0.260911261717428	0.09733988527154	NA	NA	0.160956462963887	2.17167519179926	0.831792274316602	DEMETER2	MUT.EGFR/MUT.KEAP1	EGFR	EGFR__KEAP1__EGFR	KEAP1--EGFR	MUT.EGFR/MUT.KEAP1__EGFR	MUT.EGFR_EGFR/MUT.KEAP1_KEAP1__EGFR__DEMETER2	TRUE	gene	2	3	0	TRUE
KEAP1--EGFR__EGFR	TRUE	MUT.EGFR_EGFR/MUT.KEAP1_KEAP1	first	MUT.KEAP1	MUT.EGFR	150	137	0	76	0	MUT - MUT	8.9266	0.117455263157895	0.008729892696141	0.000635377882666	0	0	0.005219575792519	ME	0.008094514813474	TRUE	TRUE	TRUE	significant_robust	EGFR	KEAP1	MUT	MUT	EGFR	KEAP1	0.006035142448383	28.3318493531485	3	37	11	129	-0.355	-0.242	-0.022	0.017	1.28383108123973	0.497567441164365	0.276466249490686	78.9636306084199	0.818775037494283	0.723908123916368	0.276466249490686	1	0.818775037494283	1	0.260336795433607	0.878937703296071	NA	0.111913832765227	NA	0.754373891878837	og	tsg	-0.231298271629648	0.031278051838673	-0.189013664111263	0.03837020854448	0.11936540372811	og	-0.113	0.260336795433607	NA	NA	0.220291715949936	1.28383108123973	0.818775037494283	DRIVE_ataris	MUT.EGFR/MUT.KEAP1	EGFR	EGFR__KEAP1__EGFR	KEAP1--EGFR	MUT.EGFR/MUT.KEAP1__EGFR	MUT.EGFR_EGFR/MUT.KEAP1_KEAP1__EGFR__DRIVE_ataris	FALSE	gene	2	3	0	TRUE
KEAP1--EGFR__EGFR	TRUE	MUT.KEAP1_KEAP1/AMP.consensus.chr7:54767521-55354770_EGFR	second	AMP.consensus.chr7:54767521-55354770	MUT.KEAP1	137	313	1	78	0.012820512820513	AMP - MUT	6.5242	0.08364358974359	0.008673491341584	0.004028406120537	0.0068	0.0068	0.002595392824945	ME	0.004645085221047	FALSE	FALSE	TRUE	significant_permissive	KEAP1	EGFR	MUT	AMP	KEAP1	EGFR	6.72368843187367E-06	148150.103319972	4	15	58	271	-0.036053572112949	-0.004731430644038	-0.203473438614958	-0.008735289745832	0.472582930765628	1.10963735332382	564596.132988406	0.255713116477086	0.760856389448967	0.812479651853138	1	0.255713116477086	1	0.812479651853138	0.8888624582496	0.162254461037079	NA	0.033894323213285	NA	2.58962426169518E-07	tsg	og	-0.163445733205162	0.033575520401529	0.024830977732629	-0.139532460272327	0.081125962138169	og	0.167419866502009	0.162254461037079	NA	NA	0.173107980673856	1.10963735332382	0.812479651853138	DEMETER2	MUT.KEAP1/AMP.consensus.chr7:54767521-55354770	EGFR	KEAP1__EGFR__EGFR	KEAP1--EGFR	MUT.KEAP1/AMP.consensus.chr7:54767521-55354770__EGFR	MUT.KEAP1_KEAP1/AMP.consensus.chr7:54767521-55354770_EGFR__EGFR__DEMETER2	FALSE	event_inc	2	3	0	TRUE
KEAP1--EGFR__EGFR	TRUE	MUT.KEAP1_KEAP1/AMP.consensus.chr7:54767521-55354770_EGFR	second	AMP.consensus.chr7:54767521-55354770	MUT.KEAP1	137	313	1	78	0.012820512820513	AMP - MUT	6.5242	0.08364358974359	0.008673491341584	0.004028406120537	0.0068	0.0068	0.002595392824945	ME	0.004645085221047	FALSE	FALSE	TRUE	significant_permissive	KEAP1	EGFR	MUT	AMP	KEAP1	EGFR	2.82205982447409E-05	34031.5702715377	4	15	56	271	-0.036053572112949	-0.004731430644038	-0.186728709269551	-0.008735289745832	0.459143239482299	0.932127428052249	125441.675982321	0.294827245753745	0.831723934426269	0.816756548827595	1	1	1	1	0.874960399664821	0.194213067552704	NA	0.055551245450225	NA	1.21595630231397E-06	tsg	og	-0.162855600221305	0.028327330628954	0.021868829017712	-0.131284559347902	0.081088399701236	og	0.150675137156602	0.194213067552704	NA	NA	0.159611889976856	0.932127428052249	0.816756548827595	DEMETER2	MUT.KEAP1/AMP.consensus.chr7:54767521-55354770	EGFR	KEAP1__EGFR__EGFR	KEAP1--EGFR	MUT.KEAP1/AMP.consensus.chr7:54767521-55354770__EGFR	MUT.KEAP1_KEAP1/AMP.consensus.chr7:54767521-55354770_EGFR__EGFR__DEMETER2	FALSE	event_exc	2	3	0	TRUE
KLF5--AURKA__AURKA	FALSE	AMP.consensus.chr13:73629114-74007186_KLF5/AMP.merged.chr20:54944445-57486247_AURKA	second	AMP.merged.chr20:54944445-57486247	AMP.consensus.chr13:73629114-74007186	94	201	1	51	0.019607843137255	AMP - AMP	7.1074	0.139360784313726	0.005695255909029	0.000986633732271	0.002	0.002	0.004376400114604	ME	0.004708622176758	FALSE	FALSE	TRUE	significant_robust	KLF5	AURKA,GNAS	AMP	AMP	KLF5	AURKA	4.02082852131178E-09	42097137.736831	3	0	41	201	-0.945318704626564	NA	-0.779778253668969	-0.95570010872106	1	2.12203989235067	NA	0.596318731868694	NA	0.624690791137269	1	0.596318731868694	1	0.624690791137269	NA	0.005537048512224	NA	NA	NA	1.36665700978256E-09	og	og	-0.898527995960649	-0.057209183632023	NA	0.105683744463204	-0.048474560831181	og	-0.165540450957595	0.005537048512224	NA	NA	-0.162892928095227	2.12203989235067	0.624690791137269	AVANA	AMP.consensus.chr13:73629114-74007186/AMP.merged.chr20:54944445-57486247	AURKA	KLF5__AURKA__AURKA	KLF5--AURKA	AMP.consensus.chr13:73629114-74007186/AMP.merged.chr20:54944445-57486247__AURKA	AMP.consensus.chr13:73629114-74007186_KLF5/AMP.merged.chr20:54944445-57486247_AURKA__AURKA__AVANA	TRUE	gene	3	7	2	TRUE
KLF5--AURKA__AURKA	FALSE	AMP.consensus.chr13:73629114-74007186_KLF5/AMP.merged.chr20:54944445-57486247_AURKA	second	AMP.merged.chr20:54944445-57486247	AMP.consensus.chr13:73629114-74007186	94	201	1	51	0.019607843137255	AMP - AMP	7.1074	0.139360784313726	0.005695255909029	0.000986633732271	0.002	0.002	0.004376400114604	ME	0.004708622176758	FALSE	FALSE	TRUE	significant_robust	KLF5	AURKA,GNAS	AMP	AMP	KLF5	AURKA	0.060631507633559	6.03378615151653	6	4	57	267	-0.240830693134097	-0.238328351045246	-0.259951037015677	-0.321923398088698	0.544996417029078	0.391078581208509	8.50893806865435	1.1908524538855	0.528536536358692	1.33231823748602	1	1	1	1	0.676262285513641	0.856173042887885	NA	0.503885735318612	NA	0.020058321113278	og	og	-0.283351431205054	0.01316608522184	0.031984055227832	0.018948665936829	-0.064098806386501	og	0.01912034388158	0.856173042887885	NA	NA	-0.005782580714989	0.391078581208509	1.33231823748602	DEMETER2	AMP.consensus.chr13:73629114-74007186/AMP.merged.chr20:54944445-57486247	AURKA	KLF5__AURKA__AURKA	KLF5--AURKA	AMP.consensus.chr13:73629114-74007186/AMP.merged.chr20:54944445-57486247__AURKA	AMP.consensus.chr13:73629114-74007186_KLF5/AMP.merged.chr20:54944445-57486247_AURKA__AURKA__DEMETER2	FALSE	event_inc	3	7	2	TRUE
